0	0	0.5205531716346741
1	1	4.780953531735577e-05
2	2	0.16961164772510529
3	3	0.5245144367218018
4	4	0.3406125009059906
5	5	7.66701705288142e-05
	6	0.0
	7	0.0
6	8,9	0.5426878333091736
7	10	0.8486164808273315
8	11	0.2933262884616852
9	12	0.14892610907554626
10	13,14	0.33521828055381775
11	15	0.9494802951812744
12	16	0.9195429682731628
	17	0.0
13	18	1.2341989278793335
	19	0.0
14,15	20	0.08428753912448883
16,17	21	0.23033511638641357
18	22	0.02129552513360977
19	23	6.1001162976026535e-05
20	24	7.521710358560085e-05
21	25	0.053555235266685486
22	26	6.247386772884056e-05
23	27	0.019320404157042503
24	28	0.09579407423734665
25	29	0.05434407666325569
26	30	0.1507369577884674
27	31	0.08453265577554703
28	32	0.03986833617091179
29	33	0.10893462598323822
30	34	0.06846101582050323
31	35	0.11322121322154999
32	36	0.08453265577554703
33	37	0.08852767199277878
34	38	0.15518862009048462
35	39	0.30208447575569153
36	40	0.4187643527984619
37	41	0.13318662345409393
38	42	0.31903183460235596
39	43	0.8308334350585938
40	44	0.1675843596458435
41	45	0.2526921331882477
42	46	0.4083543121814728
43	47	0.20981630682945251
44	48	0.10667964071035385
45	49	0.22413143515586853
46	50	0.17358186841011047
47	51	0.25917112827301025
48	52	0.33392059803009033
49	53	0.04918615520000458
50	54	0.2632378339767456
51	55	0.07762638479471207
52	56	0.1342869997024536
53	57	0.08981803804636002
54	58	0.25420302152633667
55	59	0.16635893285274506
56	60	0.4491651654243469
57,58	61	0.425055593252182
59	62	0.12853947281837463
60	63	0.247796893119812
61	64	0.4560648798942566
62	65	0.15612927079200745
63	66	0.21298667788505554
64	67	0.4533076882362366
65	68	0.28192782402038574
66	69	0.14318108558654785
67	70	0.0718843936920166
68	71	0.3336902856826782
69	72	0.31521281599998474
70	73	0.12498144060373306
71	74	0.40256333351135254
72	75	0.2685326039791107
73	76	0.19466809928417206
74	77	0.1728965938091278
75	78	0.08597330749034882
76	79	0.15465939044952393
77	80	0.384132444858551
78	81	0.19347864389419556
79	82	0.09344025701284409
80	83	0.17484405636787415
81	84	0.007943748496472836
82	85	0.28854942321777344
83	86	0.17727378010749817
84	87	0.08693238347768784
85	88	0.09310819208621979
86	89	0.3749721646308899
87	90	0.1780867874622345
88	91	4.242481372784823e-05
89	92	0.3230741620063782
90	93	6.792624481022358e-05
91	94	7.079220813466236e-05
92	95	6.557062442880124e-05
93	96	6.697152275592089e-05
94	97	5.8298890508012846e-05
95	98	6.914982805028558e-05
96	99	6.156855670269579e-05
97	100	0.25317448377609253
98	101	0.2914719879627228
99	102	0.1694508045911789
100	103	0.1866477131843567
101	104	0.2258760929107666
102	105	4.878025720245205e-05
103	106	0.19712308049201965
104	107	0.1803654581308365
105	108	0.14749829471111298
106	109	0.211351677775383
107	110	0.254304438829422
108	111	0.08153386414051056
109	112	0.19640959799289703
110	113	0.17245005071163177
111	114	0.13893355429172516
112	115	0.2893679141998291
113	116	0.13923059403896332
114	117	0.17216739058494568
115	118	0.41217872500419617
116	119	6.81808523950167e-05
117	120	6.63049504510127e-05
118	121	6.681336526526138e-05
119	122	6.526230572490022e-05
120	123	6.670782750006765e-05
121	124	0.3224641978740692
122	125	0.16981828212738037
123	126	0.17520944774150848
124	127	6.919213046785444e-05
125	128	6.25754109933041e-05
126	129	6.85558989061974e-05
127	130	7.337735587498173e-05
128	131	6.868001946713775e-05
129	132	6.597175524802878e-05
130	133	6.509171362267807e-05
131	134	6.833680527051911e-05
132	135	7.110119622666389e-05
133	136	4.526344491750933e-05
134	137	5.1753213483607396e-05
135,136	138	0.27255669236183167
137,138	139	0.9016214609146118
139		0.0
140	140	0.8871229887008667
141	141	4.3011943489545956e-05
142	142	6.149012187961489e-05
143	143	7.577767973998562e-05
144	144	7.020306657068431e-05
145	145	0.21406041085720062
146	146	7.444032235071063e-05
147	147	6.721534009557217e-05
148	148	7.426874799421057e-05
149	149	6.761771510355175e-05
150	150	6.300353561528027e-05
151	151	7.380759780062363e-05
152	152	6.975173891987652e-05
153	153	6.58702410873957e-05
154	154	6.0971717175561935e-05
155	155	6.6309206886217e-05
156	156	6.608609692193568e-05
